1660,0,0,0,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,0,0,0,0,0,0,0,0,<5,0,0,<5,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5
1671,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
1680,0,0,<5,0,0,0,0,0,0,<5,<5,<5,<5,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
1685,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5
1700,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
1710,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
1715,0,0,<5,0,<5,0,0,0,0,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
1750,0,0,<5,0,0,0,0,0,0,<5,<5,<5,0,<5,0,<5,0,<5,<5,0,0,0,0,0,0,0,0
1755,0,0,<5,0,0,0,0,0,<5,<5,<5,0,0,0,0,<5,0,6,<5,0,0,0,0,0,0,0,0
1765,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,<5,0,0,0,0,0,0,0,0
1790,0,0,<5,0,0,0,0,0,0,<5,<5,<5,0,<5,0,<5,0,<5,0,0,0,0,0,0,0,0,0
1800,0,0,0,0,0,0,0,0,<5,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0
1805,0,0,<5,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
1811,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,0,0,0,0,0,0,0,0,0,<5,<5,<5,<5,0,0,0,0,<5,0,0,0,<5,0,0,0,0,0
1835,0,0,<5,0,0,0,0,0,<5,<5,<5,<5,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0
1860,0,0,<5,0,0,0,0,0,<5,<5,<5,<5,0,<5,0,<5,0,<5,0,0,0,0,0,0,0,<5,0
1871,0,0,<5,<5,0,0,0,0,<5,<5,<5,6,<5,<5,0,0,0,<5,0,0,0,0,0,0,0,<5,<5
1875,0,0,0,0,0,0,0,0,<5,<5,0,<5,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0
1885,0,0,0,0,0,0,0,0,<5,<5,<5,<5,0,<5,0,0,0,5,0,0,0,0,0,0,0,0,0
1890,0,0,0,0,0,0,0,0,0,<5,0,<5,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,7,<5,400,17,80,<5,40,0,240,322,255,499,138,289,21,34,<5,806,168,<5,6,6,0,<5,0,14,96
2001,<5,0,<5,0,0,0,0,0,5,<5,<5,9,<5,9,0,<5,0,11,0,0,0,0,0,0,0,0,<5
2004,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0
2006,<5,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,<5,0,0,0,0,0,0,0,24
2007,33,7,209,26,48,0,25,0,102,151,120,258,136,120,7,16,<5,405,29,0,6,<5,0,0,0,10,166
2008,9,<5,209,42,33,0,19,0,191,109,95,304,171,186,9,25,<5,537,16,<5,<5,<5,0,0,0,13,214
2009,5,<5,426,17,109,0,59,0,171,291,263,280,73,173,18,51,0,805,144,<5,<5,7,0,0,0,12,58
2010,8,7,1403,82,179,<5,87,0,1320,269,231,991,213,1014,14,43,0,3204,141,<5,8,20,0,0,0,45,198
2011,6,17,1024,45,153,<5,74,0,652,217,199,537,127,527,7,50,<5,1975,209,<5,<5,7,0,0,0,19,75
2012,0,0,0,0,0,0,0,0,<5,<5,<5,<5,0,<5,0,<5,0,<5,0,0,0,0,0,0,0,0,0
2015,8,<5,324,29,90,<5,39,0,141,246,217,316,90,196,<5,35,0,605,41,<5,<5,<5,0,0,0,14,66
2016,11,<5,1207,46,209,0,115,0,882,237,212,564,156,627,13,51,<5,2561,58,<5,22,19,0,<5,<5,30,117
2017,15,32,1407,44,342,7,215,<5,959,604,545,732,170,660,26,124,<5,3045,39,5,14,27,0,<5,<5,37,133
2018,5,6,1594,18,397,15,166,0,461,873,707,728,155,397,72,70,<5,2499,167,<5,6,15,0,8,<5,19,122
2019,6,<5,1030,7,190,<5,65,0,214,492,401,348,59,195,12,60,0,1479,63,<5,<5,10,0,0,0,19,53
2020,<5,<5,1240,13,288,7,116,0,306,593,468,460,93,252,20,47,<5,1821,103,<5,<5,11,0,<5,<5,29,80
2021,<5,0,689,28,78,<5,19,0,184,159,134,292,106,179,<5,18,0,967,267,<5,0,5,0,<5,0,6,113
2022,<5,<5,745,15,122,<5,37,0,143,235,180,283,74,164,12,28,0,1016,214,<5,<5,<5,0,0,0,8,60
2023,<5,11,262,12,64,<5,10,0,70,168,144,160,37,84,6,18,0,397,171,0,0,5,0,0,0,7,47
2024,0,<5,859,17,120,<5,33,0,160,248,203,251,67,107,11,25,<5,1113,198,0,<5,<5,0,0,0,9,49
2025,0,0,455,11,58,<5,16,0,60,98,86,117,32,59,<5,8,0,553,214,0,0,<5,0,0,0,<5,30
2026,<5,<5,1644,67,310,<5,101,0,497,719,587,762,186,465,37,92,<5,2509,375,9,<5,15,0,<5,0,13,148
2027,0,<5,366,12,56,0,15,0,55,105,83,109,25,66,<5,11,0,471,213,0,<5,<5,0,0,0,<5,31
2028,<5,<5,210,5,33,0,7,0,34,59,52,67,22,38,<5,10,0,282,142,0,0,<5,0,0,0,0,25
2029,<5,9,535,16,96,7,27,0,95,289,228,203,50,99,7,40,0,731,245,<5,<5,<5,0,0,0,<5,60
2030,0,0,494,7,136,<5,30,0,109,276,220,248,57,118,16,23,<5,715,307,<5,<5,6,0,<5,0,<5,59
2031,11,<5,2114,46,362,11,103,0,375,769,661,813,263,368,23,84,<5,2802,554,<5,8,12,0,<5,<5,22,263
2032,7,11,1410,30,288,7,103,0,397,428,351,557,212,255,19,63,0,2098,250,<5,9,15,0,<5,<5,23,246
2033,40,8,725,40,131,<5,35,0,137,272,233,459,258,140,14,27,<5,963,223,<5,<5,<5,0,0,<5,9,343
2034,7,8,1303,36,221,7,85,0,508,471,403,484,147,318,13,81,<5,2133,322,0,0,10,0,<5,<5,26,137
2035,10,24,3435,48,767,15,288,0,930,1233,993,1159,300,651,50,157,<5,5119,659,14,12,34,0,<5,<5,56,221
2036,18,36,3199,32,695,24,287,<5,1093,1473,1212,1235,275,757,48,262,5,5213,441,9,<5,26,0,<5,<5,68,188
2037,8,20,991,52,228,<5,130,<5,690,405,367,723,262,505,16,96,0,2102,185,6,5,17,0,<5,0,43,250
2038,<5,5,500,20,74,0,24,0,152,154,124,267,98,185,<5,16,0,757,110,<5,<5,<5,0,0,0,11,86
2039,0,<5,380,12,63,<5,21,0,128,149,122,231,45,197,<5,26,0,620,108,0,0,<5,0,0,<5,5,43
2040,16,11,1718,55,331,10,123,<5,597,597,504,676,213,386,21,93,<5,2706,189,7,<5,7,0,<5,0,34,197
2041,<5,0,842,19,119,<5,38,0,347,258,217,279,76,187,8,52,0,1364,341,<5,0,9,0,<5,0,5,65
2042,13,9,852,148,172,<5,61,0,450,362,321,877,387,540,31,41,<5,1595,87,6,<5,5,0,<5,<5,31,433
2043,<5,<5,266,30,35,<5,12,0,151,151,129,195,68,131,10,17,<5,510,20,<5,<5,<5,0,<5,0,7,57
2044,<5,<5,652,32,169,<5,71,0,195,293,247,380,113,240,17,35,<5,1053,33,6,<5,6,0,0,0,16,91
2045,<5,0,824,13,202,<5,48,0,113,157,121,139,41,63,<5,14,<5,1030,171,<5,<5,0,0,<5,0,<5,26
2046,5,5,2973,27,602,10,179,<5,504,803,630,687,191,317,30,102,<5,3926,479,6,7,13,0,7,<5,25,125
2047,0,0,923,16,154,<5,37,0,117,235,200,241,66,124,7,25,0,1161,332,<5,<5,11,0,0,<5,<5,56
2048,<5,<5,580,27,90,5,23,0,150,160,129,315,123,181,<5,15,<5,830,97,<5,<5,<5,0,0,0,7,114
2049,7,8,872,57,171,<5,67,0,337,298,248,530,189,374,10,54,0,1474,94,<5,0,<5,0,<5,<5,21,170
2050,10,<5,269,45,45,0,18,0,238,100,86,354,222,153,<5,16,0,601,31,<5,5,7,0,0,0,12,249
2052,10,<5,0,0,0,0,0,0,<5,0,0,35,35,<5,0,0,0,5,0,0,0,0,0,0,0,0,54
2055,0,0,<5,<5,<5,0,0,0,0,0,0,<5,0,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0
2057,0,0,<5,0,<5,0,<5,0,0,<5,<5,8,<5,<5,0,0,0,8,<5,0,0,<5,0,0,0,<5,<5
2059,0,<5,5,0,0,0,0,0,<5,<5,<5,<5,<5,<5,0,<5,0,9,0,0,0,0,0,0,0,0,0
2060,<5,<5,657,14,70,<5,19,0,125,169,149,208,76,119,8,20,0,872,317,<5,<5,<5,0,0,0,8,73
2061,<5,0,385,8,30,0,11,0,126,47,40,81,15,63,<5,7,0,541,158,0,<5,5,0,0,0,<5,23
2062,0,0,346,7,30,<5,8,<5,71,146,125,114,21,60,<5,11,0,460,172,<5,0,<5,0,0,0,<5,24
2063,<5,0,269,7,48,<5,11,0,42,80,62,83,26,26,<5,<5,0,332,232,<5,0,<5,0,0,0,<5,24
2064,0,0,475,14,94,<5,39,0,198,358,296,303,93,109,19,27,0,778,137,<5,<5,6,0,0,0,6,70
2065,<5,<5,1223,37,211,6,44,<5,283,512,440,507,148,219,14,55,<5,1713,579,<5,11,13,0,<5,<5,13,150
2066,<5,20,1760,39,288,9,50,0,282,710,597,593,169,242,20,69,0,2282,685,<5,7,13,0,<5,0,10,147
2067,5,<5,1555,32,210,<5,59,<5,236,825,657,817,260,275,43,40,0,2026,598,<5,37,23,0,<5,0,13,176
2068,<5,0,1027,10,196,8,50,0,159,372,290,332,98,138,10,21,<5,1338,436,<5,<5,10,0,<5,0,10,83
2069,0,<5,660,9,142,9,31,<5,87,252,199,262,85,61,8,16,0,820,440,0,5,<5,0,0,0,<5,72
2070,0,0,692,12,116,7,18,0,77,273,219,270,97,71,8,16,0,834,465,<5,<5,<5,0,0,0,<5,88
2071,0,<5,550,14,114,5,20,0,69,333,260,296,91,64,11,8,<5,674,473,<5,<5,5,0,<5,0,0,74
2072,0,<5,392,5,67,<5,11,0,54,233,170,214,56,62,7,8,<5,493,255,<5,<5,<5,0,0,0,<5,46
2073,<5,7,727,18,157,8,33,0,84,331,243,342,112,88,11,20,0,910,514,0,<5,5,0,<5,0,<5,90
2074,<5,0,1788,21,241,8,39,0,161,406,317,424,131,136,15,29,0,2071,986,<5,<5,13,0,<5,0,<5,112
2075,<5,0,1405,12,210,11,29,0,120,507,400,415,105,101,26,36,0,1634,849,<5,0,8,0,0,0,<5,101
2076,<5,17,1871,29,272,13,43,0,315,575,434,593,180,206,21,45,<5,2363,799,<5,6,15,0,<5,0,12,159
2077,<5,0,2958,68,441,31,141,0,752,1936,1561,1482,419,613,110,132,<5,4380,556,5,36,30,0,<5,0,36,281
2079,0,0,565,7,101,11,25,0,92,265,210,212,61,74,<5,25,<5,755,84,0,0,7,0,<5,0,13,39
2080,<5,0,157,<5,32,<5,6,0,29,59,47,51,17,22,<5,5,0,211,27,0,0,<5,0,<5,0,<5,12
2081,0,0,450,5,90,<5,17,0,49,211,154,169,44,50,<5,16,0,562,73,0,0,<5,0,0,0,6,30
2082,0,<5,513,6,73,<5,14,0,68,218,152,124,20,47,<5,17,0,647,66,0,0,<5,0,0,<5,<5,15
2083,0,0,207,5,22,<5,9,0,47,59,44,52,15,37,<5,6,0,286,42,<5,0,<5,0,0,0,<5,<5
2084,0,0,274,<5,35,<5,<5,0,54,96,70,66,15,26,<5,7,0,360,133,<5,<5,<5,0,0,0,<5,13
2085,0,0,1468,11,194,10,34,0,109,246,175,237,60,74,<5,18,<5,1677,461,0,0,7,0,<5,0,6,45
2086,0,0,1158,8,176,9,47,0,126,387,285,281,77,96,5,36,0,1428,332,<5,<5,<5,0,<5,<5,<5,67
2087,0,<5,1339,10,166,10,32,0,158,347,245,280,76,75,5,29,0,1598,468,0,0,6,0,<5,<5,8,47
2088,0,<5,1334,24,210,<5,23,<5,178,427,361,399,103,159,11,35,0,1631,879,<5,<5,6,0,0,0,<5,103
2089,0,0,541,16,58,<5,16,0,87,204,180,220,59,111,8,22,0,718,276,0,<5,5,0,0,0,11,46
2090,0,0,707,19,55,<5,11,0,98,199,171,157,47,83,<5,16,0,868,368,0,0,<5,0,0,0,<5,34
2092,0,0,315,<5,86,<5,20,0,79,141,104,135,34,42,<5,16,0,454,189,0,0,<5,0,0,0,6,29
2093,0,0,1332,17,200,7,50,0,229,618,510,461,121,192,18,52,<5,1770,544,<5,0,9,0,<5,0,10,105
2094,0,0,315,<5,36,<5,8,0,44,102,85,82,23,44,<5,6,0,408,192,0,0,<5,0,0,0,0,21
2095,<5,0,806,22,92,<5,19,0,258,228,191,239,86,181,<5,30,0,1202,429,<5,0,6,0,0,0,6,63
2096,0,<5,752,18,111,5,26,0,161,390,315,224,51,124,10,47,0,1057,257,<5,<5,5,0,<5,0,<5,49
2097,<5,0,1262,14,176,10,37,0,156,512,385,307,72,149,10,72,0,1600,381,<5,<5,<5,0,0,<5,<5,42
